登録物件一覧
出力日時：,2026/03/04 22:52:36

掲載状況：,全て
在庫状況：,全て
メーカー：,指定なし
車種：,指定なし
価格見直し：,なし
お気に入り：,なし
車検切れ：,全て
総額：,全て
掲載解除：,全て
更新日（以降）：,
プラン：,全て
本体価格下限：,下限なし
本体価格上限：,上限なし
年式下限：,下限なし
年式上限：,上限なし
入稿状況：,
複数画像：,全て
キャプション：,全て
見積書：,全て
貴社管理番号：
車台番号：
物件コード：
通常ローン：,全て
残価据置ローン：,全て
自動車税：,全て
シート種別：,全て
保証期限：,全て
CS保証見直し：,全て
CS保証入力：,全て
CS認定：,全て
新規検査依頼：,全て
認定ステータス：,全て
評価書流用：,全て
評価書期限：,全て
ソート順変更(優先順位１)：,指定なし
ソート順変更(優先順位２)：,指定なし
ソート順変更(優先順位３)：,指定なし

メーカー,車種,グレード,グレード補記,年式表示用,年式検索用（年）,年式検索用（月）,走行距離表示用,走行距離検索用,色,車検,本体価格表示用,本体価格検索用,支払総額表示用,支払総額検索用,車台番号,貴社管理番号,物件コード,コメント1,コメント2,掲載状況,非掲載理由,在庫状況,拡大コマ,総掲載日数,他掲載指示状況(発売日・商品名),プラン掲出数,Aプラン,Bプラン,複画数,キャプション数,詳細閲覧数,メール問合せ数（全て）,電話問合せ数,MAP閲覧数,お気に入り,価格見直し登録,検査依頼,流用物件（有/無）,流用物件（残日数）,認定ステータス,評価情報（総合）,評価情報（内装）,評価情報（外装）,評価書有効期限,評価書掲出,登録日,更新日
日産,エルグランド,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H23,2011,08,7.1万km,71000,白真珠,車検整備付,67.5万円,675000,77.5万円,775000,TE52-013911,20816650,UZ0050951893,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,62,,0,非掲出:83.4万円,非掲出:82.5万円,79,79,401,8,0,1,5,0,認定対象外,無,,,,,,,非掲出,2025/11/27 15:34,2026/02/03 10:49
トヨタ,プリウスα,事前点検済 自社保証 09保 カープレ保,Lセレクション AIS検査員資格者確認済 事前,H24,2012,03,12.0万km,120000,紺Ｍ,車検整備付,41.0万円,410000,51.0万円,510000,ZVW41-3120163,17922089,UZ0049045317,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,251,,0,非掲出:55.9万円,非掲出:57.0万円,79,79,1406,4,0,6,8,0,認定対象外,無,,,,,,,非掲出,2025/05/25 21:33,2026/02/03 10:34
日産,デイズルークス,事前点検済 自社保証 09保 カープレ保,ハイウェイスターX,H26,2014,03,7.7万km,77000,紫,車検整備付,36.0万円,360000,46.0万円,460000,B21A-0014765,18026667,UZ0049120114,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,240,,0,非掲出:51.9万円,非掲出:52.0万円,79,79,661,0,0,3,5,0,認定対象外,無,,,,,,,非掲出,2025/06/01 15:36,2026/02/02 17:27
日産,ルークス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H23,2011,03,3.2万km,32000,黒真珠,車検整備付,41.0万円,410000,51.0万円,510000,ML21S-546255,17238107,UZ0048573708,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,325,,0,非掲出:56.9万円,非掲出:57.0万円,79,79,986,1,0,2,9,0,検査必須項目抜け,無,,,,,,,非掲出,2025/04/07 09:34,2026/02/01 16:02
トヨタ,ヴォクシー,2.0ZS煌 スマキー Pスタ 両Pスラ,メモリナビ ワンセグ Bカメ リアモニ 純AW,H20,2008,10,8.4万km,84000,紫,車検整備付,54.0万円,540000,64.0万円,640000,ZRR70-0168760,14946447,UZ0047126157,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,346,,0,非掲出:59.9万円,非掲出:70.0万円,79,79,1359,2,0,4,9,0,認定対象外,無,,,,,,,非掲出,2024/11/15 18:55,2026/02/01 15:20
スズキ,エブリイ,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H28,2016,08,5.5万km,55000,白,車検整備付,57.0万円,570000,67.0万円,670000,DA17V-187953,20256526,UZ0050611478,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,125,,2,掲出:71.9万円,掲出:72.0万円,79,79,398,1,0,0,1,0,検査必須項目抜け,無,,,,,,,非掲出,2025/10/26 09:34,2026/02/01 13:11
ダイハツ,タント,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H26,2014,09,6.1万km,61000,赤紫,車検整備付,34.0万円,340000,44.0万円,440000,LA600S-0186071,15923168,UZ0047577133,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,406,,2,掲出:48.9万円,掲出:50.0万円,79,79,1596,4,0,6,20,0,検査必須項目抜け,無,,,,,,,非掲出,2024/12/31 15:33,2026/02/01 12:10
ダイハツ,ムーヴキャンバス,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H29,2017,04,17.0万km,170000,青,車検整備付,40.0万円,400000,45.0万円,450000,LA800S-0047429,11495866,UZ0045530088,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,632,,2,掲出:49.9万円,掲出:51.0万円,78,78,2828,3,,8,12,0,検査必須項目抜け,無,,,,,,,非掲出,2024/06/05 18:43,2026/02/01 12:09
ダイハツ,タント,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H25,2013,11,6.1万km,61000,桃Ｍ,車検整備付,37.0万円,370000,47.0万円,470000,LA600S-0014145,16363348,UZ0047887084,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,390,,2,掲出:51.9万円,掲出:53.0万円,79,79,1151,3,0,3,13,0,検査必須項目抜け,無,,,,,,,非掲出,2025/02/04 09:41,2026/02/01 11:54
ダイハツ,コペン,事前点検済 自社保証 09保 カープレ保,メタルトップオープン整備済関東仕入れ 下,R02,2020,09,2.1万km,21000,緑Ｍ,車検整備付,107.0万円,1070000,117.0万円,1170000,LA400K-0043153,19307667,UZ0049968520,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,185,,2,掲出:121.9万円,掲出:123.0万円,79,79,6062,22,2,21,59,0,検査必須項目抜け,無,,,,,,,非掲出,2025/08/27 15:33,2026/02/01 11:39
ダイハツ,コペン,事前点検済 自社保証 09保 カープレ保,アクティブトップターボ メタルトップオー,H16,2004,04,9.8万km,98000,銀Ｍ,車検整備付,43.5万円,435000,53.5万円,535000,L880K-0018909,20816895,UZ0050954827,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,91,,2,掲出:58.4万円,掲出:59.5万円,79,79,496,4,0,3,4,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/27 18:34,2026/02/01 11:28
ダイハツ,ハイゼット,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H25,2013,08,7.5万km,75000,白,車検整備付,45.5万円,455000,55.5万円,555000,S321V-0188464,20118469,UZ0050525742,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,135,,2,掲出:60.4万円,掲出:61.5万円,79,79,396,2,0,0,1,0,検査必須項目抜け,無,,,,,,,非掲出,2025/10/18 09:34,2026/02/01 11:26
ダイハツ,コペン,事前点検済 自社保証 09保 カープレ保,タンレザーエディション特別仕様車 関東仕,H16,2004,09,13.7万km,137000,薄茶,車検整備付,40.0万円,400000,50.0万円,500000,L880K-0022292,18218441,UZ0049258355,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,262,,2,掲出:54.9万円,掲出:56.0万円,68,68,1527,1,0,4,15,0,検査必須項目抜け,無,,,,,,,非掲出,2025/06/14 18:38,2026/02/01 11:24
ダイハツ,タント,事前点検済 自社保証 09保 カープレ保,純正CDオーディオ 盗難防止装置 社外AW 関,H26,2014,03,5.0万km,50000,銀,車検整備付,34.0万円,340000,39.0万円,390000,LA600S-0085189,11822174,UZ0045689854,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,613,,2,掲出:43.9万円,掲出:45.0万円,78,78,2630,3,0,10,37,1,検査必須項目抜け,無,,,,,,,非掲出,2024/06/21 15:38,2026/02/01 11:22
ダイハツ,トール,事前点検済 自社保証 09保 カープレ保,左側パワースライドドア　メモリーナビ　バ,R02,2020,05,12.9万km,129000,銀Ｍ,車検整備付,49.5万円,495000,59.5万円,595000,M900S-0071090,19307767,UZ0049970376,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,184,,2,掲出:64.4万円,掲出:65.5万円,79,79,748,1,0,4,9,0,検査必須項目抜け,無,,,,,,,非掲出,2025/08/27 18:35,2026/02/01 11:19
ＢＭＷ,BMW,事前点検済 自社保証 09保 カープレ有償保,ポータブルナビ　バックカメラ,08,2008,11,8.3万km,83000,白,車検整備付,32.5万円,325000,42.5万円,425000,WBAUE120X0P239839,20630192,UZ0050845648,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,108,,2,掲出:50.4万円,掲出:48.5万円,79,79,592,4,0,4,2,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/16 21:33,2026/02/01 10:24
ポルシェ,ポルシェパナメーラ,事前点検済 自社保証 09保 カープレ有償保,メモリーナビ,13,2013,05,9.9万km,99000,黒,車検整備付,148.5万円,1485000,159.5万円,1595000,WP0ZZZ97ZDL001700,21031865,UZ0051088960,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,80,,2,掲出:165.4万円,掲出:165.5万円,79,79,3339,8,1,2,21,0,検査必須項目抜け,無,,,,,,,非掲出,2025/12/09 18:33,2026/02/01 10:13
シボレー,シボレーカマロ,絶版旧車カマロコンバ―フルカスタマイズ,カマロコンバーチブルスポーツエディション,95,1995,10,11.2万km,112000,黒,車検整備付,169.5万円,1695000,184.5万円,1845000,2G1FP32S2S2198029,6254054,UZ0040379049,■全国の認証工場で対応できる有償保証有■全国陸送無料キャンペーン有■,オンライン商談可■自社保証と０９保証無料加入可（条件有）■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,942,,2,掲出:190.4万円,掲出:190.5万円,79,79,18299,20,,15,48,0,検査必須項目抜け,無,,,,,,,非掲出,2022/12/09 18:37,2026/02/01 09:59
ジープ,ジープラングラー,サハラ4WD自社保証09保証カープレ有償保証,HDDナビ　バックカメラ　LEDライト　フォグ,07,2007,04,8.1万km,81000,緑,車検整備付,128.5万円,1285000,148.5万円,1485000,1J8FE54147L131767,20637237,UZ0050848185,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,104,,2,掲出:156.4万円,掲出:154.5万円,79,79,2262,6,0,2,15,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/17 09:33,2026/02/01 09:54
アルファ　ロメオ,アルファロメオミト,スプリント 自社保証 自社ロン ドラレコ,クリアランスソナー,11,2011,06,10.0万km,100000,黒,車検整備無,19.5万円,195000,,,ZAR95500001139094,12798857,UZ0046160049,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,（システムにより非掲載）,あり,非掲載,541,,0,非掲出:35.4万円,非掲出:35.5万円,78,78,4674,10,0,24,31,0,検査必須項目抜け,無,,,,,,,非掲出,2024/08/07 18:40,2026/02/01 09:34
キャデラック,キャデラックSRXクロスオーバー,プレミアム 4WD,スマートキー　プッシュスタート,12,2012,06,5.7万km,57000,青,車検整備付,88.0万円,880000,98.0万円,980000,3GYFN9E55CS521632,21549135,UZ0051364917,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,47,,2,掲出:105.9万円,掲出:104.0万円,79,79,740,2,0,1,8,1,検査必須項目抜け,無,,,,,,,非掲出,2026/01/09 15:35,2026/01/31 16:52
オースチン,オースチンミニ,ベースグレード 社外ステアリング 純正AW,フォグ センターマフラー オーバーフェンダ,88,1988,12,改ざん車,,金,車検整備付,150.0万円,1500000,165.0万円,1650000,SAXXL2S1021370608,6924971,UZ0041766726,■全国の認証工場で対応できる有償保証有■全国陸送無料キャンペーン有■,オンライン商談可■自社保証と０９保証無料加入可（条件有）■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,854,,2,掲出:175.9万円,掲出:177.0万円,79,79,13588,11,,17,27,0,認定対象外,無,,,,,,,非掲出,2023/04/30 18:36,2026/01/31 16:37
トヨタ,ヴォクシー,ZS 煌Ⅱ,,H21,2009,09,22.1万km,221000,黒,車検整備無,20.0万円,200000,25.0万円,250000,ZRR70-0241776,21933336,UZ0051607419,,,非掲載,,なし,非掲載,0,,0,未登録,未登録,19,0,,,,,,,認定対象外,無,,,,,,,非掲出,2026/01/31 15:33,2026/01/31 16:22
ダイハツ,アトレー,ワゴン660カスタムターボR ブラックED,リモコンキー メモリーナビ ワンセグ,H18,2006,07,6.4万km,64000,黒,車検整備付,34.0万円,340000,44.0万円,440000,S320G-0018264,18404731,UZ0049390781,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,205,,2,掲出:48.9万円,掲出:50.0万円,79,79,1118,3,0,4,13,0,認定対象外,無,,,,,,,非掲出,2025/06/27 18:42,2026/01/31 15:49
トヨタ,プリウス,1.8Sツーリングセレクション スマートキー,革シート SDナビ フルセグ Bカメ ETC 純AW,H28,2016,11,3.7万km,37000,赤,車検整備付,127.0万円,1270000,137.0万円,1370000,ZVW50-8038527,18619722,UZ0049543203,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,189,,2,掲出:142.9万円,掲出:142.0万円,79,79,762,0,0,4,0,0,認定対象外,無,,,,,,,非掲出,2025/07/12 09:35,2026/01/29 17:45
メルセデス・ベンツ,メルセデス・ベンツ,E350BlueEFFICIENCYアバンギャルド,スマートキー　プッシュスタート,12,2012,07,8.6万km,86000,黒,車検整備付,64.5万円,645000,74.5万円,745000,WDD2120592A642493,21031793,UZ0051088964,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,44,,2,掲出:82.4万円,掲出:80.5万円,79,79,560,2,0,0,1,0,認定対象外,無,,,,,,,非掲出,2025/12/09 18:33,2026/01/27 17:07
日産,バネット,トラック1.8DX,パワーステアリング　パワーウインドウ,H14,2002,09,2.4万km,24000,白,車検整備付,76.5万円,765000,86.5万円,865000,SK82TN-300322,20820655,UZ0050954816,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,47,,2,掲出:92.4万円,掲出:92.5万円,79,79,219,0,0,0,3,0,認定対象外,無,,,,,,,非掲出,2025/11/27 18:34,2026/01/27 14:40
スバル,インプレッサスポーツ,5ドア2.0i アイサイト 4WD,スマートキー　プッシュスタート,H27,2015,02,9.3万km,93000,紺真珠,車検整備付,48.5万円,485000,58.5万円,585000,GP7-089501,21031849,UZ0051088966,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,37,,2,掲出:64.4万円,掲出:64.5万円,79,79,296,3,0,0,3,0,認定対象外,無,,,,,,,非掲出,2025/12/09 18:33,2026/01/24 13:43
トヨタ,プリウスα,1.8S　スマートキー　プッシュスタート,SDナビ　フルセグ　バックカメラ　ETC　ヘ,H25,2013,04,10.0万km,100000,白真珠,車検整備付,52.0万円,520000,62.0万円,620000,ZVW41-3243183,18926691,UZ0049756833,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,164,,2,掲出:67.9万円,掲出:68.0万円,79,79,1079,2,0,4,6,0,認定対象外,無,,,,,,,非掲出,2025/08/01 21:34,2026/01/23 17:17
日産,バネット,トラック1.8DXダブルタイヤ,パワーステアリング　マニュアルエアコン,H13,2001,03,6.2万km,62000,緑,車検整備付,60.0万円,600000,70.0万円,700000,SK82TN-201511,21548993,UZ0051364918,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,7,,2,掲出:75.9万円,掲出:76.0万円,79,79,52,0,0,0,0,0,認定対象外,無,,,,,,,非掲出,2026/01/09 15:35,2026/01/23 17:14
日産,デイズルークス,660X スマートキー Pスタ 左Pスラ,純正ナビ フルセグBカメ 全方位カメラ 外AW,H26,2014,09,7.8万km,78000,黒,車検整備付,34.0万円,340000,44.0万円,440000,B21A-0070142,15118014,UZ0047207142,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,395,,2,掲出:49.9万円,掲出:50.0万円,79,79,1063,1,0,1,9,0,認定対象外,無,,,,,,,非掲出,2024/11/23 18:43,2026/01/22 11:18
日産,デイズ,660X Vセレクション プラスセーフティー2,スマキー ナビ Bカメ 全方位カメラ,H27,2015,11,4.9万km,49000,真珠,車検整備付,37.5万円,375000,47.5万円,475000,B21W-0249319,16571855,UZ0048045084,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,一時非掲載（掲載物件入れ替え）,なし,非掲載,322,,2,掲出:53.4万円,掲出:53.0万円,79,79,958,2,0,6,6,0,認定対象外,無,,,,,,,非掲出,2025/02/19 15:34,2026/01/21 14:50
ホンダ,N-BOX+,660カスタムG Lパッケージ スマキー,左Pスラ HID フォグ ステコン 純正AW,H24,2012,07,15.2万km,152000,白真珠,車検整備付,22.5万円,225000,32.5万円,325000,JF1-3003983,17237994,UZ0048573717,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,282,,2,掲出:38.4万円,掲出:38.5万円,78,78,908,2,0,3,2,0,認定対象外,無,,,,,,,非掲出,2025/04/07 09:34,2026/01/17 12:00
ジープ,ジープチェロキー,トレイルホーク 4WD　スマートキー,プッシュスタート　メモリーナビ,15,2015,08,6.3万km,63000,赤紫,2026年8月,88.5万円,885000,98.5万円,985000,1C4PJMFSOEW314845,20256554,UZ0050611481,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,79,,2,掲出:104.4万円,掲出:104.5万円,79,79,654,1,0,2,10,0,認定対象外,無,,,,,,,非掲出,2025/10/26 09:34,2026/01/16 13:27
ダイハツ,アトレー,ワゴン660カスタムターボRSリミテッド 4WD,リモコンキー　左側パワースライドドア　メ,H22,2010,01,6.2万km,62000,銀Ｍ,車検整備付,51.5万円,515000,61.5万円,615000,S331G-0011540,18926648,UZ0049755238,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,162,,2,掲出:66.4万円,掲出:67.5万円,79,79,944,3,0,4,14,1,認定対象外,無,,,,,,,非掲出,2025/08/01 18:44,2026/01/15 16:43
日産,セレナ,2.0ハイウェイスターSHYBRID Vセレクション,スマートキー　プッシュスタート　両側パワ,H25,2013,08,6.3万km,63000,黒,車検整備付,57.5万円,575000,67.5万円,675000,HFC26-155522,19317827,UZ0049973661,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,125,,2,掲出:73.4万円,掲出:73.5万円,79,79,694,5,0,4,19,0,認定対象外,無,,,,,,,非掲出,2025/08/28 09:36,2026/01/14 17:06
スズキ,スイフト,1.2XLセーフティパッケージ装着車,スマートキー　プッシュスタート,H29,2017,03,4.2万km,42000,青,2026年5月,63.0万円,630000,73.0万円,730000,ZC83S-105959,20256534,UZ0050611498,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,76,,2,掲出:78.9万円,掲出:79.0万円,79,79,502,0,0,3,4,0,認定対象外,無,,,,,,,非掲出,2025/10/26 09:34,2026/01/14 15:42
トヨタ,プリウス,1.8S スマートキー Pスタ 純SDナビ,ワンセグ Bカメ ETC ドラレコ LED 社外AW,H28,2016,08,5.7万km,57000,薄茶灰,車検整備付,114.5万円,1145000,124.5万円,1245000,ZVW50-8034942,17674492,UZ0048863884,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,248,,2,掲出:130.4万円,掲出:130.5万円,79,79,985,1,0,4,3,0,認定対象外,無,,,,,,,非掲出,2025/05/08 09:35,2026/01/12 15:57
トヨタ,ヴェルファイア,2.4Zプラチナセレクション スマキー Pスタ,両Pスラ SDナビ ワンセグ Bカメ ETC 純正AW,H22,2010,02,7.3万km,73000,黒,車検整備付,76.5万円,765000,86.5万円,865000,ANH20-8098847,18171624,UZ0049221334,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,210,,2,掲出:92.4万円,掲出:92.5万円,79,79,833,2,0,4,3,0,認定対象外,無,,,,,,,非掲出,2025/06/11 15:33,2026/01/10 17:13
